Title,Author,Link,Bookshelf,readlink,imglink
"Argentine Ornithology, Volume 1 (of 2)",W. H. Hudson and Philip Lutley Sclater,http://www.gutenberg.org/ebooks/38956,Animals-Wild-Birds,https://www.gutenberg.org/cache/epub/38956/pg38956-images.html,https://www.gutenberg.org/cache/epub/38956/pg38956.cover.medium.jpg
An Australian Bird Book: A Pocket Book for Field Use,John Albert Leach,http://www.gutenberg.org/ebooks/34781,Animals-Wild-Birds,https://www.gutenberg.org/cache/epub/34781/pg34781-images.html,https://www.gutenberg.org/cache/epub/34781/pg34781.cover.medium.jpg
Our Bird Comrades,Leander S. Keyser,http://www.gutenberg.org/ebooks/26346,Animals-Wild-Birds,https://www.gutenberg.org/cache/epub/26346/pg26346-images.html,https://www.gutenberg.org/cache/epub/26346/pg26346.cover.medium.jpg
The Song of the Cardinal,Gene Stratton-Porter,http://www.gutenberg.org/ebooks/533,Animals-Wild-Birds,https://www.gutenberg.org/cache/epub/533/pg533-images.html,https://www.gutenberg.org/cache/epub/533/pg533.cover.medium.jpg
Color Key to North American Birds,Frank M. Chapman,http://www.gutenberg.org/ebooks/38003,Animals-Wild-Birds,https://www.gutenberg.org/cache/epub/38003/pg38003-images.html,https://www.gutenberg.org/cache/epub/38003/pg38003.cover.medium.jpg
Dickey Downy: The Autobiography of a Bird,Virginia Sharpe Patterson,http://www.gutenberg.org/ebooks/16255,Animals-Wild-Birds,https://www.gutenberg.org/cache/epub/16255/pg16255-images.html,https://www.gutenberg.org/cache/epub/16255/pg16255.cover.medium.jpg
The Woodpeckers,Fannie Hardy Eckstorm,http://www.gutenberg.org/ebooks/35062,Animals-Wild-Birds,https://www.gutenberg.org/cache/epub/35062/pg35062-images.html,https://www.gutenberg.org/cache/epub/35062/pg35062.cover.medium.jpg
"Birds and Bees, Sharp Eyes, and Other Papers",John Burroughs,http://www.gutenberg.org/ebooks/3163,Animals-Wild-Birds,https://www.gutenberg.org/cache/epub/3163/pg3163-images.html,https://www.gutenberg.org/cache/epub/3163/pg3163.cover.medium.jpg
The Story of an Ostrich: An Allegory and Humorous Satire in Rhyme.,I. J. Potter,http://www.gutenberg.org/ebooks/37530,Animals-Wild-Birds,https://www.gutenberg.org/cache/epub/37530/pg37530-images.html,https://www.gutenberg.org/cache/epub/37530/pg37530.cover.medium.jpg
Explanation of Terms Used in Entomology,John Bernhard Smith,http://www.gutenberg.org/ebooks/22748,Animals-Wild-Insects,https://www.gutenberg.org/cache/epub/22748/pg22748-images.html,https://www.gutenberg.org/cache/epub/22748/pg22748.cover.medium.jpg
The Life of the Bee,Maurice Maeterlinck,http://www.gutenberg.org/ebooks/4511,Animals-Wild-Insects,https://www.gutenberg.org/cache/epub/4511/pg4511-images.html,https://www.gutenberg.org/cache/epub/4511/pg4511.cover.medium.jpg
Social Life in the Insect World,Jean-Henri Fabre,http://www.gutenberg.org/ebooks/18350,Animals-Wild-Insects,https://www.gutenberg.org/cache/epub/18350/pg18350-images.html,https://www.gutenberg.org/cache/epub/18350/pg18350.cover.medium.jpg
An Elementary Study of Insects,Leonard Haseman,http://www.gutenberg.org/ebooks/23434,Animals-Wild-Insects,https://www.gutenberg.org/cache/epub/23434/pg23434-images.html,https://www.gutenberg.org/cache/epub/23434/pg23434.cover.medium.jpg
Butterflies and Moths (British),William S. Furneaux,http://www.gutenberg.org/ebooks/34131,Animals-Wild-Insects,https://www.gutenberg.org/cache/epub/34131/pg34131-images.html,https://www.gutenberg.org/cache/epub/34131/pg34131.cover.medium.jpg
Butterflies Worth Knowing,Clarence Moores Weed,http://www.gutenberg.org/ebooks/37009,Animals-Wild-Insects,https://www.gutenberg.org/cache/epub/37009/pg37009-images.html,https://www.gutenberg.org/cache/epub/37009/pg37009.cover.medium.jpg
"Wild Bees, Wasps and Ants and Other Stinging Insects",Edward Saunders,http://www.gutenberg.org/ebooks/33874,Animals-Wild-Insects,https://www.gutenberg.org/cache/epub/33874/pg33874-images.html,https://www.gutenberg.org/cache/epub/33874/pg33874.cover.medium.jpg
Our Common Insects,A. S. Packard,http://www.gutenberg.org/ebooks/24409,Animals-Wild-Insects,https://www.gutenberg.org/cache/epub/24409/pg24409-images.html,https://www.gutenberg.org/cache/epub/24409/pg24409.cover.medium.jpg
The Insect Folk,Margaret Warner Morley,http://www.gutenberg.org/ebooks/18790,Animals-Wild-Insects,https://www.gutenberg.org/cache/epub/18790/pg18790-images.html,https://www.gutenberg.org/cache/epub/18790/pg18790.cover.medium.jpg
The Life of the Fly; With Which are Interspersed Some Chapters of Autobiography,,http://www.gutenberg.org/ebooks/3422,Animals-Wild-Insects,https://www.gutenberg.org/cache/epub/3422/pg3422-images.html,https://www.gutenberg.org/cache/epub/3422/pg3422.cover.medium.jpg
The Life-Story of Insects,George H. Carpenter,http://www.gutenberg.org/ebooks/16410,Animals-Wild-Insects,https://www.gutenberg.org/cache/epub/16410/pg16410-images.html,https://www.gutenberg.org/cache/epub/16410/pg16410.cover.medium.jpg
The Glow-Worm and Other Beetles,Jean-Henri Fabre,http://www.gutenberg.org/ebooks/27868,Animals-Wild-Insects,https://www.gutenberg.org/cache/epub/27868/pg27868-images.html,https://www.gutenberg.org/cache/epub/27868/pg27868.cover.medium.jpg
The Wonders of Instinct: Chapters in the Psychology of Insects,Jean-Henri Fabre,http://www.gutenberg.org/ebooks/3754,Animals-Wild-Insects,https://www.gutenberg.org/cache/epub/3754/pg3754-images.html,https://www.gutenberg.org/cache/epub/3754/pg3754.cover.medium.jpg
More Hunting Wasps,Jean-Henri Fabre,http://www.gutenberg.org/ebooks/3462,Animals-Wild-Insects,https://www.gutenberg.org/cache/epub/3462/pg3462-images.html,https://www.gutenberg.org/cache/epub/3462/pg3462.cover.medium.jpg
Bee Hunting: A Book of Valuable Information for Bee Hunters,John Ready Lockard,http://www.gutenberg.org/ebooks/34044,Animals-Wild-Insects,https://www.gutenberg.org/cache/epub/34044/pg34044-images.html,https://www.gutenberg.org/cache/epub/34044/pg34044.cover.medium.jpg
British Butterflies: Figures and Descriptions of Every Native Species,Coleman,http://www.gutenberg.org/ebooks/33852,Animals-Wild-Insects,https://www.gutenberg.org/cache/epub/33852/pg33852-images.html,https://www.gutenberg.org/cache/epub/33852/pg33852.cover.medium.jpg
The Children's Life of the Bee,Maurice Maeterlinck,http://www.gutenberg.org/ebooks/38516,Animals-Wild-Insects,https://www.gutenberg.org/cache/epub/38516/pg38516-images.html,https://www.gutenberg.org/cache/epub/38516/pg38516.cover.medium.jpg
"Little Busybodies: The Life of Crickets, Ants, Bees, Beetles, and Other",,http://www.gutenberg.org/ebooks/21948,Animals-Wild-Insects,https://www.gutenberg.org/cache/epub/21948/pg21948-images.html,https://www.gutenberg.org/cache/epub/21948/pg21948.cover.medium.jpg
The Mason-Bees,Jean-Henri Fabre,http://www.gutenberg.org/ebooks/2884,Animals-Wild-Insects,https://www.gutenberg.org/cache/epub/2884/pg2884-images.html,https://www.gutenberg.org/cache/epub/2884/pg2884.cover.medium.jpg
Moths of the Limberlost: A Book About Limberlost Cabin,Gene Stratton-Porter,http://www.gutenberg.org/ebooks/4907,Animals-Wild-Insects,https://www.gutenberg.org/cache/epub/4907/pg4907-images.html,https://www.gutenberg.org/cache/epub/4907/pg4907.cover.medium.jpg
Bramble-Bees and Others,Jean-Henri Fabre,http://www.gutenberg.org/ebooks/3421,Animals-Wild-Insects,https://www.gutenberg.org/cache/epub/3421/pg3421-images.html,https://www.gutenberg.org/cache/epub/3421/pg3421.cover.medium.jpg
Bee and Butterfly: A Tale of Two Cousins,Lucy Foster Madison,http://www.gutenberg.org/ebooks/33407,Animals-Wild-Insects,https://www.gutenberg.org/cache/epub/33407/pg33407-images.html,https://www.gutenberg.org/cache/epub/33407/pg33407.cover.medium.jpg
The House Fly and How to Suppress It,F. C. Bishopp and L. O. Howard,http://www.gutenberg.org/ebooks/18050,Animals-Wild-Insects,https://www.gutenberg.org/cache/epub/18050/pg18050-images.html,https://www.gutenberg.org/cache/epub/18050/pg18050.cover.medium.jpg
New observations on the natural history of bees,François Huber,http://www.gutenberg.org/ebooks/26457,Animals-Wild-Insects,https://www.gutenberg.org/cache/epub/26457/pg26457-images.html,https://www.gutenberg.org/cache/epub/26457/pg26457.cover.medium.jpg
Bees from British Guiana,Theodore D. A. Cockerell,http://www.gutenberg.org/ebooks/34579,Animals-Wild-Insects,https://www.gutenberg.org/cache/epub/34579/pg34579-images.html,https://www.gutenberg.org/cache/epub/34579/pg34579.cover.medium.jpg
The Extermination of the American Bison,William T. Hornaday,http://www.gutenberg.org/ebooks/17748,Animals-Wild-Mammals,https://www.gutenberg.org/cache/epub/17748/pg17748-images.html,https://www.gutenberg.org/cache/epub/17748/pg17748.cover.medium.jpg
Wolf and Coyote Trapping: An Up-to-Date Wolf Hunter's Guide,A. R. Harding,http://www.gutenberg.org/ebooks/34501,Animals-Wild-Mammals,https://www.gutenberg.org/cache/epub/34501/pg34501-images.html,https://www.gutenberg.org/cache/epub/34501/pg34501.cover.medium.jpg
Hunting in Many Lands: The Book of the Boone and Crockett Club,Grinnell et al.,http://www.gutenberg.org/ebooks/37122,Animals-Wild-Mammals,https://www.gutenberg.org/cache/epub/37122/pg37122-images.html,https://www.gutenberg.org/cache/epub/37122/pg37122.cover.medium.jpg
Sketches of the Natural History of Ceylon,Sir James Emerson Tennent,http://www.gutenberg.org/ebooks/13325,Animals-Wild-Mammals,https://www.gutenberg.org/cache/epub/13325/pg13325-images.html,https://www.gutenberg.org/cache/epub/13325/pg13325.cover.medium.jpg
Natural History of the Mammalia of India and Ceylon,Robert Armitage Sterndale,http://www.gutenberg.org/ebooks/19550,Animals-Wild-Mammals,https://www.gutenberg.org/cache/epub/19550/pg19550-images.html,https://www.gutenberg.org/cache/epub/19550/pg19550.cover.medium.jpg
Buffalo Land,W. E. Webb,http://www.gutenberg.org/ebooks/39674,Animals-Wild-Mammals,https://www.gutenberg.org/cache/epub/39674/pg39674-images.html,https://www.gutenberg.org/cache/epub/39674/pg39674.cover.medium.jpg
Squirrels and Other Fur-Bearers,John Burroughs,http://www.gutenberg.org/ebooks/24388,Animals-Wild-Mammals,https://www.gutenberg.org/cache/epub/24388/pg24388-images.html,https://www.gutenberg.org/cache/epub/24388/pg24388.cover.medium.jpg
The Barren Ground Caribou of Keewatin,Francis Harper,http://www.gutenberg.org/ebooks/33721,Animals-Wild-Mammals,https://www.gutenberg.org/cache/epub/33721/pg33721-images.html,https://www.gutenberg.org/cache/epub/33721/pg33721.cover.medium.jpg
"Whales, Dolphins, and Porpoises of the Western North Atlantic",Caldwell et al.,http://www.gutenberg.org/ebooks/33527,Animals-Wild-Mammals,https://www.gutenberg.org/cache/epub/33527/pg33527-images.html,https://www.gutenberg.org/cache/epub/33527/pg33527.cover.medium.jpg
The Autobiography of a Monkey,Albert Bigelow Paine,http://www.gutenberg.org/ebooks/33629,Animals-Wild-Mammals,https://www.gutenberg.org/cache/epub/33629/pg33629-images.html,https://www.gutenberg.org/cache/epub/33629/pg33629.cover.medium.jpg
The Mental Life of Monkeys and Apes: A Study of Ideational Behavior,Yerkes,http://www.gutenberg.org/ebooks/10843,Animals-Wild-Mammals,https://www.gutenberg.org/cache/epub/10843/pg10843-images.html,https://www.gutenberg.org/cache/epub/10843/pg10843.cover.medium.jpg
Methods of Destroying Rats,David E. Lantz,http://www.gutenberg.org/ebooks/34437,Animals-Wild-Mammals,https://www.gutenberg.org/cache/epub/34437/pg34437-images.html,https://www.gutenberg.org/cache/epub/34437/pg34437.cover.medium.jpg
"A New Piñon Mouse (Peromyscus truei) from Durango, Mexico",Robert B. Finley,http://www.gutenberg.org/ebooks/31149,Animals-Wild-Mammals,https://www.gutenberg.org/cache/epub/31149/pg31149-images.html,https://www.gutenberg.org/cache/epub/31149/pg31149.cover.medium.jpg
The Forest Habitat of the University of Kansas Natural History Reservation,Fitch et al.,http://www.gutenberg.org/ebooks/34353,Animals-Wild-Mammals,https://www.gutenberg.org/cache/epub/34353/pg34353-images.html,https://www.gutenberg.org/cache/epub/34353/pg34353.cover.medium.jpg
House Rats and Mice,David E. Lantz,http://www.gutenberg.org/ebooks/35542,Animals-Wild-Mammals,https://www.gutenberg.org/cache/epub/35542/pg35542-images.html,https://www.gutenberg.org/cache/epub/35542/pg35542.cover.medium.jpg
Life History of the Kangaroo Rat,Walter P. Taylor and Charles Taylor Vorhies,http://www.gutenberg.org/ebooks/17966,Animals-Wild-Mammals,https://www.gutenberg.org/cache/epub/17966/pg17966-images.html,https://www.gutenberg.org/cache/epub/17966/pg17966.cover.medium.jpg
"Delineations of the Ox Tribe: The Natural History of Bulls, Bisons, and",,http://www.gutenberg.org/ebooks/27975,Animals-Wild-Mammals,https://www.gutenberg.org/cache/epub/27975/pg27975-images.html,https://www.gutenberg.org/cache/epub/27975/pg27975.cover.medium.jpg
"The Recent Mammals of Tamaulipas, México",Ticul Alvarez,http://www.gutenberg.org/ebooks/39372,Animals-Wild-Mammals,https://www.gutenberg.org/cache/epub/39372/pg39372-images.html,https://www.gutenberg.org/cache/epub/39372/pg39372.cover.medium.jpg
In New England Fields and Woods,Rowland Evans Robinson,http://www.gutenberg.org/ebooks/36844,Animals-Wild-Mammals,https://www.gutenberg.org/cache/epub/36844/pg36844-images.html,https://www.gutenberg.org/cache/epub/36844/pg36844.cover.medium.jpg
Ecological Studies of the Timber Wolf in Northeastern Minnesota,Frenzel et al.,http://www.gutenberg.org/ebooks/37595,Animals-Wild-Mammals,https://www.gutenberg.org/cache/epub/37595/pg37595-images.html,https://www.gutenberg.org/cache/epub/37595/pg37595.cover.medium.jpg
Geographic Distribution and Taxonomy of the Chipmunks of Wyoming,John A. White,http://www.gutenberg.org/ebooks/31951,Animals-Wild-Mammals,https://www.gutenberg.org/cache/epub/31951/pg31951-images.html,https://www.gutenberg.org/cache/epub/31951/pg31951.cover.medium.jpg
"Mammals of Mesa Verde National Park, Colorado",Sydney Anderson,http://www.gutenberg.org/ebooks/31035,Animals-Wild-Mammals,https://www.gutenberg.org/cache/epub/31035/pg31035-images.html,https://www.gutenberg.org/cache/epub/31035/pg31035.cover.medium.jpg
Mammals of the San Gabriel Mountains of California,Terry A. Vaughan,http://www.gutenberg.org/ebooks/34848,Animals-Wild-Mammals,https://www.gutenberg.org/cache/epub/34848/pg34848-images.html,https://www.gutenberg.org/cache/epub/34848/pg34848.cover.medium.jpg
Seaside Studies in Natural History. Marine Animals of Massachusetts Bay.,,http://www.gutenberg.org/ebooks/35490,Animals-Wild-Mammals,https://www.gutenberg.org/cache/epub/35490/pg35490-images.html,https://www.gutenberg.org/cache/epub/35490/pg35490.cover.medium.jpg
"Habits, Haunts and Anecdotes of the Moose and Illustrations from Life",Jones,http://www.gutenberg.org/ebooks/37151,Animals-Wild-Mammals,https://www.gutenberg.org/cache/epub/37151/pg37151-images.html,https://www.gutenberg.org/cache/epub/37151/pg37151.cover.medium.jpg
On Snake-Poison: Its Action and Its Antidote,A. Mueller,http://www.gutenberg.org/ebooks/32947,Animals-Wild-Reptiles,https://www.gutenberg.org/cache/epub/32947/pg32947-images.html,https://www.gutenberg.org/cache/epub/32947/pg32947.cover.medium.jpg
"Neotropical Hylid Frogs, Genus Smilisca",William Edward Duellman and Linda Trueb,http://www.gutenberg.org/ebooks/37823,Animals-Wild-Reptiles,https://www.gutenberg.org/cache/epub/37823/pg37823-images.html,https://www.gutenberg.org/cache/epub/37823/pg37823.cover.medium.jpg
"Amphibians and Reptiles of the Rainforests of Southern El Petén, Guatemala",,http://www.gutenberg.org/ebooks/38398,Animals-Wild-Reptiles,https://www.gutenberg.org/cache/epub/38398/pg38398-images.html,https://www.gutenberg.org/cache/epub/38398/pg38398.cover.medium.jpg
"A Distributional Study of the Amphibians of the Isthmus of Tehuantepec, México",,http://www.gutenberg.org/ebooks/38440,Animals-Wild-Reptiles,https://www.gutenberg.org/cache/epub/38440/pg38440-images.html,https://www.gutenberg.org/cache/epub/38440/pg38440.cover.medium.jpg
"Natural History of the Ornate Box Turtle, Terrapene ornata ornata Agassiz",Legler,http://www.gutenberg.org/ebooks/37566,Animals-Wild-Reptiles,https://www.gutenberg.org/cache/epub/37566/pg37566-images.html,https://www.gutenberg.org/cache/epub/37566/pg37566.cover.medium.jpg
"Natural History of Cottonmouth Moccasin, Agkistrodon piscovorus (Reptilia)",,http://www.gutenberg.org/ebooks/38308,Animals-Wild-Reptiles,https://www.gutenberg.org/cache/epub/38308/pg38308-images.html,https://www.gutenberg.org/cache/epub/38308/pg38308.cover.medium.jpg
"A Revision of Snakes of the Genus Conophis (Family Colubridae, from Middle",,http://www.gutenberg.org/ebooks/37512,Animals-Wild-Reptiles,https://www.gutenberg.org/cache/epub/37512/pg37512-images.html,https://www.gutenberg.org/cache/epub/37512/pg37512.cover.medium.jpg
"The Amphibians and Reptiles of Michoacán, México",William Edward Duellman,http://www.gutenberg.org/ebooks/33543,Animals-Wild-Reptiles,https://www.gutenberg.org/cache/epub/33543/pg33543-images.html,https://www.gutenberg.org/cache/epub/33543/pg33543.cover.medium.jpg
A Review of the Middle American Tree Frogs of the Genus Ptychohyla,Duellman,http://www.gutenberg.org/ebooks/35413,Animals-Wild-Reptiles,https://www.gutenberg.org/cache/epub/35413/pg35413-images.html,https://www.gutenberg.org/cache/epub/35413/pg35413.cover.medium.jpg
The Ancestry of Modern Amphibia: A Review of the Evidence,Theodore H. Eaton,http://www.gutenberg.org/ebooks/37350,Animals-Wild-Reptiles,https://www.gutenberg.org/cache/epub/37350/pg37350-images.html,https://www.gutenberg.org/cache/epub/37350/pg37350.cover.medium.jpg
Some Reptiles and Amphibians from Korea,"Byers, Jones, and Webb",http://www.gutenberg.org/ebooks/34949,Animals-Wild-Reptiles,https://www.gutenberg.org/cache/epub/34949/pg34949-images.html,https://www.gutenberg.org/cache/epub/34949/pg34949.cover.medium.jpg
